key,true_thetas,learning_rate,epsilon,N_explain,num_ones_train,num_zeros_train,num_ones_test,num_zeros_test,model_type,num_epochs,correct_preds,MLP accuracy,X_explain_shape,Recourse_estimated_in_True_SCM,Recourse_in_True_SCM,accuracy_preds,accuracy_true,accuracy_comparison_tot,cost_mean,cost_mean_estimated,cost_mean_baseline,accuracy_preds_prior
a93fa7ee-5ebd-49a5-b1f8-76b352688594,"[-0.99, 0.05, 0.25]",1,0.1,500,414,386,100,100,MLP,100,190,0.95,"(96, 3)",28,50,0.2916666666666667,0.5208333333333334,0.16666666666666666,1.1664604805409908,0.9057121984660625,1.0039571598172188,0.3020833333333333
55c863b7-5247-44f7-b5ee-3aff8dd3fd3f,"[-0.99, 0.05, 0.25]",0.75,0.1,500,414,386,100,100,MLP,100,190,0.95,"(96, 3)",28,50,0.2916666666666667,0.5208333333333334,0.16666666666666666,1.0517098736017942,0.8758354187011719,0.9433055855333805,0.2916666666666667
2ce54847-d368-43fd-bf1f-7faf413c777c,"[-0.99, 0.05, 0.25]",0.5,0.1,500,414,386,100,100,MLP,100,190,0.95,"(96, 3)",31,48,0.3229166666666667,0.5,0.17708333333333334,0.7021916000282064,0.7368509804501253,0.7624215483665466,0.3020833333333333
36835135-a33a-41f3-adfe-27b3572ac168,"[-0.99, 0.05, 0.25]",0.25,0.1,500,414,386,100,100,MLP,100,190,0.95,"(96, 3)",37,46,0.3854166666666667,0.4791666666666667,0.23958333333333334,0.5272785684336787,0.5536830512725789,0.5447928017896154,0.25
a9a3bf86-3d8f-4ff9-8587-a03b9f6ddf44,"[-0.99, 0.05, 0.25]",0.1,0.1,500,414,386,100,100,MLP,100,190,0.95,"(96, 3)",30,41,0.3125,0.4270833333333333,0.21875,0.30664296519188655,0.3727199463617234,0.3911430512865384,0.2916666666666667
0f5539e8-b2d2-415d-97b5-51a6912e9482,"[-0.99, 0.05, 0.25]",0.01,0.1,500,414,386,100,100,MLP,100,190,0.95,"(96, 3)",12,22,0.125,0.22916666666666666,0.08333333333333333,0.23226360278204083,0.2583377636037767,0.27101747039705515,0.11458333333333333
168f73ed-5dee-47d6-b988-3b27dd68e0a3,"[-0.99, 0.05, 0.25]",1,0.1,500,417,383,107,93,MLP,100,196,0.98,"(91, 3)",46,74,0.5054945054945055,0.8131868131868132,0.2857142857142857,1.0554837871056337,0.9342124834656715,0.9291198987227219,0.34065934065934067
69b79955-e620-470c-9a89-9eb06fb9e1e3,"[-0.99, 0.05, 0.25]",0.75,0.1,500,417,383,107,93,MLP,100,196,0.98,"(91, 3)",54,76,0.5934065934065934,0.8351648351648352,0.34065934065934067,0.9470507185305318,0.8486943792912268,0.875214421941388,0.45054945054945056
bd78873d-64b4-417d-a0f7-83f43955698f,"[-0.99, 0.05, 0.25]",0.5,0.1,500,417,383,107,93,MLP,100,196,0.98,"(91, 3)",59,76,0.6483516483516484,0.8351648351648352,0.3956043956043956,0.7315172395772405,0.6828109717203511,0.6870927827225791,0.4835164835164835
049d72c1-3447-45b5-b92c-608836e85d94,"[-0.99, 0.05, 0.25]",0.25,0.1,500,417,383,107,93,MLP,100,196,0.98,"(91, 3)",59,76,0.6483516483516484,0.8351648351648352,0.4175824175824176,0.6080267225441179,0.6204608229822234,0.6398645206109473,0.5054945054945055
7e75ca65-9545-409f-bcb2-59a1ee0d671b,"[-0.99, 0.05, 0.25]",0.1,0.1,500,417,383,107,93,MLP,100,196,0.98,"(91, 3)",53,75,0.5824175824175825,0.8241758241758241,0.4725274725274725,0.41506559297788975,0.48515479180008864,0.5002213226154794,0.5714285714285714
31c79ff1-761c-4f13-bc81-e0718be14f6e,"[-0.99, 0.05, 0.25]",0.01,0.1,500,417,383,107,93,MLP,100,196,0.98,"(91, 3)",29,39,0.31868131868131866,0.42857142857142855,0.17582417582417584,0.18875523412134498,0.19777533737942576,0.20605979196261615,0.24175824175824176
cb65eabf-386f-4492-8e66-62849d74a609,"[-0.99, 0.05, 0.25]",1,0.1,500,442,358,110,90,MLP,100,193,0.965,"(91, 3)",10,14,0.10989010989010989,0.15384615384615385,0.03296703296703297,1.3333331942558289,1.1666408975919087,1.1086449027061462,0.10989010989010989
a8ec7c9f-1124-48c2-9bb2-5eeeb2b8d838,"[-0.99, 0.05, 0.25]",0.75,0.1,500,442,358,110,90,MLP,100,193,0.965,"(91, 3)",9,14,0.0989010989010989,0.15384615384615385,0.03296703296703297,0.7499612967173258,0.5459801952044169,0.6726230184237162,0.0989010989010989
e3863c37-ced0-4f0a-a555-840f271d0cb0,"[-0.99, 0.05, 0.25]",0.5,0.1,500,442,358,110,90,MLP,100,193,0.965,"(91, 3)",7,16,0.07692307692307693,0.17582417582417584,0.03296703296703297,0.7947515845298767,0.7670955856641134,0.8055426776409149,0.10989010989010989
d887b358-05be-4bfc-8860-3be6eb703411,"[-0.99, 0.05, 0.25]",0.25,0.1,500,442,358,110,90,MLP,100,193,0.965,"(91, 3)",9,14,0.0989010989010989,0.15384615384615385,0.04395604395604396,0.2915516197681427,0.3625975251197815,0.2596812881529331,0.0989010989010989
9330454c-7f99-4300-9de9-63c56bebbd23,"[-0.99, 0.05, 0.25]",0.1,0.1,500,442,358,110,90,MLP,100,193,0.965,"(91, 3)",9,14,0.0989010989010989,0.15384615384615385,0.054945054945054944,0.277117395401001,0.2212599992752075,0.18254785239696503,0.10989010989010989
0bfa4782-a64a-4118-a626-c8451c78c879,"[-0.99, 0.05, 0.25]",0.01,0.1,500,442,358,110,90,MLP,100,193,0.965,"(91, 3)",5,9,0.054945054945054944,0.0989010989010989,0.03296703296703297,0.17177474250396094,0.15006920881569386,0.20997550835212073,0.03296703296703297
2e67d025-679e-4fd3-93aa-cee4fe242821,"[-0.99, 0.05, 0.25]",1,0.1,500,430,370,89,111,MLP,100,191,0.955,"(106, 3)",51,67,0.4811320754716981,0.6320754716981132,0.330188679245283,1.1659498589379447,1.3700106058801924,1.2174184049878802,0.41509433962264153
edeb323b-c798-492e-84dd-37c894228321,"[-0.99, 0.05, 0.25]",0.75,0.1,500,430,370,89,111,MLP,100,191,0.955,"(106, 3)",55,70,0.5188679245283019,0.660377358490566,0.39622641509433965,0.9374408161356336,0.9700074720950354,0.9326936233611334,0.5188679245283019
8d7f963e-f421-4fa7-ba35-385f8046307a,"[-0.99, 0.05, 0.25]",0.5,0.1,500,430,370,89,111,MLP,100,191,0.955,"(106, 3)",47,62,0.44339622641509435,0.5849056603773585,0.33962264150943394,0.7484353660709329,0.7262747685114542,0.7638479529155625,0.42452830188679247
de7d573d-ebd0-4738-8552-4c229879b9db,"[-0.99, 0.05, 0.25]",0.25,0.1,500,430,370,89,111,MLP,100,191,0.955,"(106, 3)",51,62,0.4811320754716981,0.5849056603773585,0.32075471698113206,0.4890330552178271,0.601268062258468,0.5689142157926279,0.3584905660377358
dde19fba-21f4-46eb-96bf-1ce2b392335a,"[-0.99, 0.05, 0.25]",0.1,0.1,500,430,370,89,111,MLP,100,191,0.955,"(106, 3)",49,53,0.46226415094339623,0.5,0.3490566037735849,0.4102180704877183,0.4591061203060923,0.4612247617663564,0.3867924528301887
f3b8c5ed-2f8c-41bd-b772-6c26f9305866,"[-0.99, 0.05, 0.25]",0.01,0.1,500,430,370,89,111,MLP,100,191,0.955,"(106, 3)",15,24,0.14150943396226415,0.22641509433962265,0.10377358490566038,0.2737903190268712,0.29449896988543595,0.3062909218398007,0.1320754716981132
46fe06d2-bc5c-419e-bd68-50f1cee3daef,"[-0.99, 0.05, 0.25]",1,0.1,500,399,401,112,88,MLP,100,195,0.975,"(91, 3)",29,30,0.31868131868131866,0.32967032967032966,0.1978021978021978,1.227487285931905,1.4624180032147303,1.569279859463374,0.24175824175824176
2a622cbd-8dfe-42af-9684-7728a5cd6c00,"[-0.99, 0.05, 0.25]",0.75,0.1,500,399,401,112,88,MLP,100,195,0.975,"(91, 3)",18,27,0.1978021978021978,0.2967032967032967,0.10989010989010989,0.7638020515441895,0.8779252946376801,1.030020296573639,0.1978021978021978
4cffb628-f477-4df4-88b6-239d8dd647d7,"[-0.99, 0.05, 0.25]",0.5,0.1,500,399,401,112,88,MLP,100,195,0.975,"(91, 3)",14,19,0.15384615384615385,0.2087912087912088,0.07692307692307693,0.6512618746076312,0.6962189972400665,0.8539685521806989,0.13186813186813187
f64fb26d-a0b4-4d4d-8f7c-9a6574d55f66,"[-0.99, 0.05, 0.25]",0.25,0.1,500,399,401,112,88,MLP,100,195,0.975,"(91, 3)",12,19,0.13186813186813187,0.2087912087912088,0.07692307692307693,0.6533253767660686,0.6903137415647507,0.5802511274814606,0.10989010989010989
1fdfe6e7-0ce6-46ed-b76c-4ac5d8e7b91e,"[-0.99, 0.05, 0.25]",0.1,0.1,500,399,401,112,88,MLP,100,195,0.975,"(91, 3)",5,13,0.054945054945054944,0.14285714285714285,0.03296703296703297,0.6649690469106039,0.6378261297941208,0.5205684751272202,0.07692307692307693
2b3734fd-c5b2-41b7-a946-e23de7ac9833,"[-0.99, 0.05, 0.25]",0.01,0.1,500,399,401,112,88,MLP,100,195,0.975,"(91, 3)",3,6,0.03296703296703297,0.06593406593406594,0.02197802197802198,0.4157807230949402,0.3445634990930557,0.3577583432197571,0.03296703296703297
